image_a,image_b,source_id_a,source_id_b,grade_a,grade_b,class_a,class_b,dhash_distance,relationship_type,resolution_status
train/Grade 4/302752_jpg.rf.04be7333a25cd53e8c697541c6c0d72c.jpg,train/Grade 4/302752_jpg.rf.38f31d1d19ca13875505cf028f491cfe.jpg,302752_jpg,302752_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302752_jpg.rf.04be7333a25cd53e8c697541c6c0d72c.jpg,train/Grade 4/302752_jpg.rf.f4c8e390426cd9db8b9bf5ca697a17d0.jpg,302752_jpg,302752_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302752_jpg.rf.38f31d1d19ca13875505cf028f491cfe.jpg,train/Grade 4/302752_jpg.rf.f4c8e390426cd9db8b9bf5ca697a17d0.jpg,302752_jpg,302752_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302787_jpg.rf.58fe9ddb1f367360f6cbec213d5372fa.jpg,train/Grade 4/302787_jpg.rf.9deca048a454d2495f45900b9a62be1c.jpg,302787_jpg,302787_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302856_jpg.rf.5bccca8b32beccbc71b41e3386ab8d89.jpg,train/Grade 4/302856_jpg.rf.f52439ffcc999bb2928e07fc8498e1b6.jpg,302856_jpg,302856_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302872_jpg.rf.28fad3f87d99d56c1210300fddd6aec4.jpg,train/Grade 4/302872_jpg.rf.76f1927078815a74a9e27f590f02fafb.jpg,302872_jpg,302872_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302872_jpg.rf.a7380c0d3565ccda446c9ba3491b70ff.jpg,train/Grade 4/302872_jpg.rf.ef34afcca36dfda110e1fbe726fa68ef.jpg,302872_jpg,302872_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302894_jpg.rf.20a71527fd06d01e15201a1909af45ef.jpg,train/Grade 4/302894_jpg.rf.521924d347d57544c9c8679ff5a95cd4.jpg,302894_jpg,302894_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302894_jpg.rf.a863c468b30f1433ca30909d1f695a0b.jpg,train/Grade 4/302894_jpg.rf.c1c4a0b517b208fd3b0435f13ddc0064.jpg,302894_jpg,302894_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302910_jpg.rf.39486f716d9a598d8cdac05c6b9d1568.jpg,train/Grade 4/302910_jpg.rf.81dd3350c871e0baede07c1923af277b.jpg,302910_jpg,302910_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302938_jpg.rf.20ef7e75264ccde3ef3b36ead4c74ce8.jpg,train/Grade 4/302938_jpg.rf.2aa41ec9f0ee4d1008c45462fb735e30.jpg,302938_jpg,302938_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302938_jpg.rf.20ef7e75264ccde3ef3b36ead4c74ce8.jpg,train/Grade 4/302938_jpg.rf.3ce7a92fd13235aea2c171fb85e25e48.jpg,302938_jpg,302938_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302938_jpg.rf.2aa41ec9f0ee4d1008c45462fb735e30.jpg,train/Grade 4/302938_jpg.rf.3ce7a92fd13235aea2c171fb85e25e48.jpg,302938_jpg,302938_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302938_jpg.rf.a9415331215e757155f611259e6df6af.jpg,train/Grade 4/302938_jpg.rf.fe82c86bb853c3b79eb5f67487f7aa5d.jpg,302938_jpg,302938_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302978_jpg.rf.6f752bbe7d7f37b3b1be0ee3db333869.jpg,train/Grade 4/302978_jpg.rf.9cc37f13aa0bc1e1c20157cda6afa810.jpg,302978_jpg,302978_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302991_jpg.rf.6663142be3f3ca56d155a6cf10d8bdab.jpg,train/Grade 4/302991_jpg.rf.90b5bc3881a8bc42348006f9105fe2f6.jpg,302991_jpg,302991_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302991_jpg.rf.6663142be3f3ca56d155a6cf10d8bdab.jpg,train/Grade 4/302991_jpg.rf.e5d32f50a7dd18038f33901daec55252.jpg,302991_jpg,302991_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/302991_jpg.rf.8f2b7ed6f9ab849aed21edca238deb11.jpg,train/Grade 4/305009_jpg.rf.08aca3c964bc8d9175ac7ed161e80d6e.jpg,302991_jpg,305009_jpg,3,3,Grade 4,Grade 4,3,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 4/302991_jpg.rf.90b5bc3881a8bc42348006f9105fe2f6.jpg,train/Grade 4/302991_jpg.rf.e5d32f50a7dd18038f33901daec55252.jpg,302991_jpg,302991_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303026_jpg.rf.23abc77a310a6d77d2bd58da9d91be78.jpg,train/Grade 4/303026_jpg.rf.b6354294fa65f606d91d8fb27f8838ac.jpg,303026_jpg,303026_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303026_jpg.rf.23abc77a310a6d77d2bd58da9d91be78.jpg,train/Grade 4/303026_jpg.rf.c566b437308266e38c55bc0e35af69bb.jpg,303026_jpg,303026_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303049_jpg.rf.08a2ecf6e8f47a7412019a8c19214ef7.jpg,train/Grade 4/303049_jpg.rf.58d756278d52c1bd2f479e10903dad3c.jpg,303049_jpg,303049_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303149_jpg.rf.28ee3ffd0e64a1c56c796aa4476dcfd8.jpg,valid/Grade 4/301404_jpg.rf.1bda8a529af72e5573ab0e3048582ae5.jpg,303149_jpg,301404_jpg,3,3,Grade 4,Grade 4,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 4/303149_jpg.rf.59802292133f41f32e8082400edc759a.jpg,train/Grade 4/303149_jpg.rf.b053909213600e2a2fd08ad4783f1394.jpg,303149_jpg,303149_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303149_jpg.rf.59802292133f41f32e8082400edc759a.jpg,train/Grade 4/303149_jpg.rf.c173bdb6b8d26d9c0b84ec01c0c8cf03.jpg,303149_jpg,303149_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303149_jpg.rf.784a9a9872b68f91d623c70624ac4144.jpg,train/Grade 4/303149_jpg.rf.ef6b8b217e3800d5f8d118574b4c7023.jpg,303149_jpg,303149_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303149_jpg.rf.b053909213600e2a2fd08ad4783f1394.jpg,train/Grade 4/303149_jpg.rf.c173bdb6b8d26d9c0b84ec01c0c8cf03.jpg,303149_jpg,303149_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303194_jpg.rf.6f56b813e1ee4500117f5a3c5fc58b71.jpg,train/Grade 4/303194_jpg.rf.a1936a390714924d3406dbc385b32310.jpg,303194_jpg,303194_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303202_jpg.rf.7cd84ec76cf4ce49fd668bc63183202f.jpg,train/Grade 4/303202_jpg.rf.9f0f53e6ba40bb0628954b17fa1d8379.jpg,303202_jpg,303202_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303202_jpg.rf.7cd84ec76cf4ce49fd668bc63183202f.jpg,train/Grade 4/303202_jpg.rf.d6bfd8ca57e24a402832cf571cc80557.jpg,303202_jpg,303202_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303202_jpg.rf.9f0f53e6ba40bb0628954b17fa1d8379.jpg,train/Grade 4/303202_jpg.rf.d6bfd8ca57e24a402832cf571cc80557.jpg,303202_jpg,303202_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303269_jpg.rf.189b5f00b75cbd4c77f66253979b789d.jpg,train/Grade 4/303269_jpg.rf.e9447d51602098a3645ea1323e35a547.jpg,303269_jpg,303269_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303275_jpg.rf.037fee23dc0bef4b2f7d5abb15587350.jpg,train/Grade 4/303275_jpg.rf.da07379e88274379302be25d52b2450d.jpg,303275_jpg,303275_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303275_jpg.rf.c5a24cba0603857d437d3f295c2f3965.jpg,train/Grade 4/303275_jpg.rf.d5e80708fc7d9d865640d8a5075a1e0b.jpg,303275_jpg,303275_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303330_jpg.rf.37089ec326d53c10717ecf49fd5a3326.jpg,train/Grade 4/303330_jpg.rf.42662c08e6ddfc6c0f689b10e7689d8f.jpg,303330_jpg,303330_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303330_jpg.rf.caa36b21f72ec6543e566e2761b3db21.jpg,train/Grade 4/303330_jpg.rf.e384083ccfc61e15eb3b4c08f4b8c7a8.jpg,303330_jpg,303330_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303446_jpg.rf.0bdc1371c4e1e6aa702d8961de313395.jpg,train/Grade 4/303446_jpg.rf.5d77f139c77cff4a4fba17133fee9dcb.jpg,303446_jpg,303446_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303508_jpg.rf.a70c351aafb1bfe073b7d2c7bc63f6a1.jpg,train/Grade 4/303508_jpg.rf.b94f7091fef1320103ac74fb508b3034.jpg,303508_jpg,303508_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303557_jpg.rf.49207090a4766b959ff5d08d0967e35a.jpg,train/Grade 4/303557_jpg.rf.e26817a54485fb632bfcfea8086e1632.jpg,303557_jpg,303557_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303640_jpg.rf.0d58d40a0e2e38c5d265465ad2a972b4.jpg,train/Grade 4/303640_jpg.rf.8c57a8d86606ef173d8c2bd602455ac2.jpg,303640_jpg,303640_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303682_jpg.rf.610951f0262fe3cae264f03f69088d12.jpg,train/Grade 4/303682_jpg.rf.8f613e190d06241d9927e6876dcc5a15.jpg,303682_jpg,303682_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303682_jpg.rf.c91b8d35ef8818623ac2c3ecd49551a4.jpg,train/Grade 4/303682_jpg.rf.d8f5d42458ee6943df73204429911bdd.jpg,303682_jpg,303682_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303682_jpg.rf.c91b8d35ef8818623ac2c3ecd49551a4.jpg,train/Grade 4/303682_jpg.rf.ed487d6ecb83a954c6d9e1438568db60.jpg,303682_jpg,303682_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303682_jpg.rf.d8f5d42458ee6943df73204429911bdd.jpg,train/Grade 4/303682_jpg.rf.ed487d6ecb83a954c6d9e1438568db60.jpg,303682_jpg,303682_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303756_jpg.rf.0cf79210b5c988bda9a58641018584d9.jpg,train/Grade 4/303756_jpg.rf.9fa6603b7d3b7ac164e141c43373655f.jpg,303756_jpg,303756_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303768_jpg.rf.3cd39e6fe6e5fb743b362a6cc453a719.jpg,train/Grade 4/303768_jpg.rf.e762d267af5f7647e482d8682d41cf2b.jpg,303768_jpg,303768_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303805_jpg.rf.46e543556a8cfbd9c394d34ab1b3ffc9.jpg,train/Grade 4/303805_jpg.rf.bab0b5cd922c061d8648c3b93e015a38.jpg,303805_jpg,303805_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303805_jpg.rf.46e543556a8cfbd9c394d34ab1b3ffc9.jpg,train/Grade 4/303805_jpg.rf.e95ab97b64ad078d6a28caa10723c92d.jpg,303805_jpg,303805_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303805_jpg.rf.5eb08b2103752eade49cc007fd1706bd.jpg,train/Grade 4/303805_jpg.rf.ee516731b83af5579b648fc0279317a6.jpg,303805_jpg,303805_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303805_jpg.rf.bab0b5cd922c061d8648c3b93e015a38.jpg,train/Grade 4/303805_jpg.rf.e95ab97b64ad078d6a28caa10723c92d.jpg,303805_jpg,303805_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303904_jpg.rf.0fb75ee597838e0f9e4e4b2025143435.jpg,train/Grade 4/303904_jpg.rf.6549f99cacbd0634fc49849b307e572f.jpg,303904_jpg,303904_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303990_jpg.rf.5d4e9b60a6e07339b029c939f662a771.jpg,train/Grade 4/303990_jpg.rf.79c6d6051f5734f626f32732d0da9472.jpg,303990_jpg,303990_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303990_jpg.rf.5d4e9b60a6e07339b029c939f662a771.jpg,train/Grade 4/303990_jpg.rf.e77ad2837915d355d92f7630c5da1b27.jpg,303990_jpg,303990_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/303990_jpg.rf.79c6d6051f5734f626f32732d0da9472.jpg,train/Grade 4/303990_jpg.rf.e77ad2837915d355d92f7630c5da1b27.jpg,303990_jpg,303990_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304220_jpg.rf.2d7fe7ff61ea573952a1c37c4815324d.jpg,train/Grade 4/304220_jpg.rf.ba6ec63f7d7abc9c05c9c2db6e4166c4.jpg,304220_jpg,304220_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304250_jpg.rf.128c955aacfe88156d6b193c14a17ea0.jpg,train/Grade 4/304250_jpg.rf.b74aacfe26e5145a59dcba50276ebef1.jpg,304250_jpg,304250_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304250_jpg.rf.7050606a0c958476b2543719e79cf79a.jpg,train/Grade 4/304250_jpg.rf.cfb0bdfaee12eaeef791904af60115d9.jpg,304250_jpg,304250_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304325_jpg.rf.0196e0e21f1343ff89a3e01342eca614.jpg,train/Grade 4/304325_jpg.rf.f738f27a1c9d5f50ad2baf3d942132c3.jpg,304325_jpg,304325_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304541_jpg.rf.36122d3b889090299baa263784074bb8.jpg,train/Grade 4/304541_jpg.rf.3a56fb2100a1bf42a1839c88efd7ead1.jpg,304541_jpg,304541_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304563_jpg.rf.822a61d7e47ce4002ad48f07c93efca5.jpg,train/Grade 4/304563_jpg.rf.83092fa17599956ccd2ae082b6f71e42.jpg,304563_jpg,304563_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304671_jpg.rf.02eaafaa52ec9531b274f37d871b5798.jpg,train/Grade 4/304671_jpg.rf.a8d76fa0dcb5331cfb4d55e71d49587e.jpg,304671_jpg,304671_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304671_jpg.rf.6e7df0fc68cf29fef5f7a537aa73749f.jpg,train/Grade 4/304671_jpg.rf.84f4fa9a3c3a7dd2d32bb0013c2dc69f.jpg,304671_jpg,304671_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304679_jpg.rf.01a67ebd3bb3316e9453c57c69473be3.jpg,train/Grade 4/304679_jpg.rf.c3d4e184f9577aeb30ca5309e009456b.jpg,304679_jpg,304679_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304679_jpg.rf.e3e24372eb3067f8c4cd5d2148ebb31a.jpg,train/Grade 4/304679_jpg.rf.f146eaab66b7c6e987d5b16e8c858b25.jpg,304679_jpg,304679_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304721_jpg.rf.1d6f6993ec369cb418fa3632ef247ec0.jpg,train/Grade 4/304721_jpg.rf.3fdcc0a35a2116babbd3222fae329931.jpg,304721_jpg,304721_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304829_jpg.rf.1a21a94ca53fbab701bcf2506366c597.jpg,train/Grade 4/304829_jpg.rf.e319f040fa9b7386d08aec99afbcba91.jpg,304829_jpg,304829_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304844_jpg.rf.20a8452fcca5388eeab7ceee8fbea113.jpg,train/Grade 4/304844_jpg.rf.a0127e2292dd920313da548126cdce14.jpg,304844_jpg,304844_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304844_jpg.rf.62a384e7ff0fe5a3b07568ff0acd6230.jpg,train/Grade 4/304844_jpg.rf.8a14b421a648820a191f40528a03fda6.jpg,304844_jpg,304844_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304909_jpg.rf.38a51305bb4d5bc5ebbf40d0e958f246.jpg,train/Grade 4/304909_jpg.rf.65ab49dce06889341528f4793a58944a.jpg,304909_jpg,304909_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304909_jpg.rf.488753ab46c4f261a403fddbbc307c97.jpg,train/Grade 4/304909_jpg.rf.6efab1a1ce2359e6b4cdfabdadd1c33f.jpg,304909_jpg,304909_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304932_jpg.rf.034ca95011b7297f0525c9a6d182994e.jpg,train/Grade 4/304932_jpg.rf.5ddb220aeb327133fb14214d83fd1ccd.jpg,304932_jpg,304932_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304932_jpg.rf.2cf32c121dfdbec0ce5554ef048bdbbd.jpg,train/Grade 4/304932_jpg.rf.567b13288fba9c99477158b035c1d011.jpg,304932_jpg,304932_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304932_jpg.rf.2cf32c121dfdbec0ce5554ef048bdbbd.jpg,train/Grade 4/304932_jpg.rf.8bddc1b5876044bd3d0421b86122c487.jpg,304932_jpg,304932_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304932_jpg.rf.567b13288fba9c99477158b035c1d011.jpg,train/Grade 4/304932_jpg.rf.8bddc1b5876044bd3d0421b86122c487.jpg,304932_jpg,304932_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304_jpg.rf.06b6938fc6c0f8909b3ff6a27db7f3c8.jpg,train/Grade 4/304_jpg.rf.3442e21f055c1841d970662cde4e005d.jpg,304_jpg,304_jpg,3,3,Grade 4,Grade 4,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/304_jpg.rf.06b6938fc6c0f8909b3ff6a27db7f3c8.jpg,train/Grade 4/304_jpg.rf.4f218e6a79e395bf4abf3a687ae1451e.jpg,304_jpg,304_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305009_jpg.rf.2de4b223121d354423994cb8b8286a73.jpg,train/Grade 4/305009_jpg.rf.952229b10f19963770f6493d37fd721b.jpg,305009_jpg,305009_jpg,3,3,Grade 4,Grade 4,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305346_jpg.rf.38c58181ee90caa0a8bd484061d53565.jpg,train/Grade 4/305346_jpg.rf.e9eadf4795d3756f6a249ffe6d57710a.jpg,305346_jpg,305346_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305376_jpg.rf.192b62cb1d97f23893123e5be5e253ce.jpg,train/Grade 4/305376_jpg.rf.da1a3f36dbbcbeb306820a1989daf5b3.jpg,305376_jpg,305376_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305376_jpg.rf.5ae939f196219a4b066c49e5eb3c3efe.jpg,train/Grade 4/305376_jpg.rf.998b2f914e5c3db71b7daa98d8fd309a.jpg,305376_jpg,305376_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305376_jpg.rf.5ae939f196219a4b066c49e5eb3c3efe.jpg,train/Grade 4/305376_jpg.rf.c9efac0f981dae4b04a80e6830e4d630.jpg,305376_jpg,305376_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305376_jpg.rf.998b2f914e5c3db71b7daa98d8fd309a.jpg,train/Grade 4/305376_jpg.rf.c9efac0f981dae4b04a80e6830e4d630.jpg,305376_jpg,305376_jpg,3,3,Grade 4,Grade 4,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305379_jpg.rf.232aa4e9c7609da94a3bf1910347ef83.jpg,train/Grade 4/305379_jpg.rf.c5aff69baf63241ebbe37ce51ac32fac.jpg,305379_jpg,305379_jpg,3,3,Grade 4,Grade 4,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 4/305459_jpg.rf.b67aa4c930423578edd7cf1ac3d9c81e.jpg,train/Grade 4/305459_jpg.rf.f3127665d07a235023890d20bc5261ee.jpg,305459_jpg,305459_jpg,3,3,Grade 4,Grade 4,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
