image_1,split_1,class_1,image_2,split_2,class_2,match_type,cross_split_leakage,cross_class_conflict,dhash_hamming_distance
train/Grade 2/501386_jpg.rf.3bf9a2c51f8a51200c84552422066308.jpg,train,Grade 2,train/Grade 2/501386_jpg.rf.db7423157d6d1248ca3f179912e491eb.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/501489_jpg.rf.4562593f926c905f7bc3edfb91d8c336.jpg,train,Grade 2,train/Grade 2/501489_jpg.rf.7e4f41931682a5cf64dd92f21c44c01b.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/301841_jpg.rf.b64f0917d80c738e9673be8836aa69e0.jpg,train,Grade 4,train/Grade 4/301841_jpg.rf.d5d9e1309f5712c22e7d697c058b8f49.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.63b462d64cfa42dd380b639a62c506e8.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.b9702f2d16a37a54fccf8f6a16e54669.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/511_jpg.rf.25f678da6e9c552bf94e4a886bb9c00b.jpg,train,Grade 2,train/Grade 2/511_jpg.rf.eb6da5420d80981aa7d155cdd2c2c502.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/346_jpg.rf.d808a7409e025603d38f09cb6d84801b.jpg,train,Grade 4,train/Grade 4/346_jpg.rf.ed51230090ce12a9c20c3659c189656d.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/51813427_413740355860528_579357505881112576_n_jpg.rf.0fb2494e00a0e4f879feda0f248a7483.jpg,train,Grade 2,train/Grade 2/51813427_413740355860528_579357505881112576_n_jpg.rf.f755dd8dc5127cb98867cbf845bf7c9b.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/367_jpg.rf.2d78684f9b890ff6591c9b7d5d257909.jpg,train,Grade 4,train/Grade 4/367_jpg.rf.7b09aa67d0c266be8a0afd79cd35fa36.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/51820014_412392489525783_8714311587852189696_n-1-_jpg.rf.dcd525d8f09d81390dc05db643b9cd6a.jpg,train,Grade 2,train/Grade 2/51820014_412392489525783_8714311587852189696_n-1-_jpg.rf.e3d74fbc56a62258e32c791764b1055c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/51823941_2217754844912408_4592328961601568768_n_jpg.rf.81915ae9021cad8b7eafc11c8dda25e7.jpg,train,Grade 2,train/Grade 2/51823941_2217754844912408_4592328961601568768_n_jpg.rf.bde1efaf9f9c97d04ed8bdd7d0680715.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/51848097_2191241644520820_6788096464439476224_n_jpg.rf.0f9a1d79a4d978237b82cfdb4bea5162.jpg,train,Grade 2,train/Grade 2/51848097_2191241644520820_6788096464439476224_n_jpg.rf.693f0811feb7367f737668b85ef5b852.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/457_jpg.rf.213785a74f68fc6496187a401c0ebb70.jpg,train,Grade 3,train/Grade 3/457_jpg.rf.9c10d158dc2040cbeee0a474c7ba5401.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/52259339_771986766503759_5407247603848970240_n_jpg.rf.6643a752f2de6878ce1daf66b24fd5fc.jpg,train,Grade 2,train/Grade 2/52259339_771986766503759_5407247603848970240_n_jpg.rf.92cf6dbd58610b51f583f6c2c466a4cb.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/52259339_771986766503759_5407247603848970240_n_jpg.rf.711717c86cbdb8d3cfa757e0193d5523.jpg,train,Grade 2,train/Grade 2/52259339_771986766503759_5407247603848970240_n_jpg.rf.b6bafb400d4bf88d003b455cb979e313.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/52421007_343307159859587_2513761993760964608_n_jpg.rf.4f8297cbb9960a86357b26f543f1ee1a.jpg,train,Grade 2,train/Grade 2/52421007_343307159859587_2513761993760964608_n_jpg.rf.8be87aca3c30697bce2c063498fc52c1.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/52427921_788743391505332_9028806221594886144_n_jpg.rf.485a740837bc1799f1e212554ac4b8c6.jpg,train,Grade 2,train/Grade 2/52427921_788743391505332_9028806221594886144_n_jpg.rf.4da4bbf8d63e1281475b8b892dd54552.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/52436883_522899691564377_498827582045683712_n_jpg.rf.001ac9f3fd0d93b08408554acd13b112.jpg,train,Grade 2,train/Grade 2/52436883_522899691564377_498827582045683712_n_jpg.rf.639f219449fdfb66cb40164d06dc8265.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/52439580_303060813746178_42485588858765312_n_jpg.rf.b9f1adc37e127c6ddc7fbe62e888bda1.jpg,train,Grade 2,train/Grade 2/52439580_303060813746178_42485588858765312_n_jpg.rf.f6334b3641175652b17bd3d2fa9f86f7.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/52669909_292819728074291_6340199583842304000_n_jpg.rf.50c0b81a456c9cef5e8c4acc2f49fc79.jpg,train,Grade 2,train/Grade 2/52669909_292819728074291_6340199583842304000_n_jpg.rf.bceeb5b9cb2da4b515ce24dd4fca3b07.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/53112108_764639480577903_8301929057386233856_n_jpg.rf.446372a151ec0e44189504ab549635c8.jpg,train,Grade 2,train/Grade 2/53112108_764639480577903_8301929057386233856_n_jpg.rf.cfe086ad9e45afba218e670ee169b762.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/53112108_764639480577903_8301929057386233856_n_jpg.rf.446372a151ec0e44189504ab549635c8.jpg,train,Grade 2,train/Grade 3/52156688_262325001328063_4488024718745534464_n_jpg.rf.d306e80b98b70c48a7d8a25b60401d25.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/53112108_764639480577903_8301929057386233856_n_jpg.rf.cfe086ad9e45afba218e670ee169b762.jpg,train,Grade 2,train/Grade 3/52156688_262325001328063_4488024718745534464_n_jpg.rf.d306e80b98b70c48a7d8a25b60401d25.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 3/53055705_2319146521637967_7113294045014654976_n_jpg.rf.6e11f6a44bc7a9d788ce9b91492727cc.jpg,train,Grade 3,train/Grade 3/53055705_2319146521637967_7113294045014654976_n_jpg.rf.fc8c1a818af0c65449b9b7123c39ff3d.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/73_jpg.rf.6995be151bd01dafd11fc013533c0013.jpg,train,Grade 3,train/Grade 3/73_jpg.rf.a79ca1554b98b4168fe4ca4c17b5e3f6.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/73_jpg.rf.6995be151bd01dafd11fc013533c0013.jpg,train,Grade 3,train/Grade 3/73_jpg.rf.b2212da0367b07799186bab3551f8200.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/73_jpg.rf.6995be151bd01dafd11fc013533c0013.jpg,train,Grade 3,train/Grade 3/73_jpg.rf.e47b133b270e48ad2ecc22ad8b976938.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/73_jpg.rf.a79ca1554b98b4168fe4ca4c17b5e3f6.jpg,train,Grade 3,train/Grade 3/73_jpg.rf.b2212da0367b07799186bab3551f8200.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/73_jpg.rf.a79ca1554b98b4168fe4ca4c17b5e3f6.jpg,train,Grade 3,train/Grade 3/73_jpg.rf.e47b133b270e48ad2ecc22ad8b976938.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/73_jpg.rf.b2212da0367b07799186bab3551f8200.jpg,train,Grade 3,train/Grade 3/73_jpg.rf.e47b133b270e48ad2ecc22ad8b976938.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/53366413_337613673627474_3404452887131062272_n_jpg.rf.81dd28e9bedda3cfaf12d55132d82b20.jpg,train,Grade 2,train/Grade 2/53366413_337613673627474_3404452887131062272_n_jpg.rf.9e7c0ae7e97ebf05ba8c7721b722fd08.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/58_jpg.rf.e72ab29068c25b10ce692bfe131e2f59.jpg,train,Grade 2,train/Grade 2/58_jpg.rf.f2e5e555fca188c0b6fa29862c11e1c2.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/59_jpg.rf.6d3ea6ee8579f5c2f6401eb44dc57ddb.jpg,train,Grade 2,train/Grade 2/59_jpg.rf.6dcf6283beaeb0e5568f260d218c4c8a.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/5_jpg.rf.39714e649d46ca937b8c2afe5c7f7e0a.jpg,train,Grade 2,train/Grade 2/5_jpg.rf.d81cd96c76cf0b1e7fef91fe71d05116.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/5_png.rf.090843460c1fa6106d80bfc940cecf76.jpg,train,Grade 2,train/Grade 2/5_png.rf.23eb1bb388e734aec84701194e5a45a0.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/5_png.rf.090843460c1fa6106d80bfc940cecf76.jpg,train,Grade 2,train/Grade 3/5_jpg.rf.edd28c415b171537dcf6ab85e80464ff.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,0.0
train/Grade 2/5_png.rf.23eb1bb388e734aec84701194e5a45a0.jpg,train,Grade 2,train/Grade 2/5_png.rf.7c6f14f7b2f4ceb876abf977819e1058.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/5_png.rf.23eb1bb388e734aec84701194e5a45a0.jpg,train,Grade 2,train/Grade 3/5_jpg.rf.edd28c415b171537dcf6ab85e80464ff.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/5_png.rf.23eb1bb388e734aec84701194e5a45a0.jpg,train,Grade 2,train/Grade 3/5_jpg.rf.f82b85fba562d774a08fc1450dd09ca0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,2.0
train/Grade 2/5_png.rf.7c6f14f7b2f4ceb876abf977819e1058.jpg,train,Grade 2,train/Grade 3/5_jpg.rf.f82b85fba562d774a08fc1450dd09ca0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,0.0
train/Grade 3/304274_jpg.rf.57a523931554958d7ba23fb9b0d42095.jpg,train,Grade 3,train/Grade 3/304274_jpg.rf.e8c59192791438683c533e92702574fe.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/341_jpg.rf.23717c9721c43c421bbfcb137c219b79.jpg,train,Grade 4,train/Grade 4/341_jpg.rf.eeb13713dcb426b0d495187e8365d18b.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/7527tn_jpg.rf.2df86c52cd5ac836c8474ae18b11e34e.jpg,train,Grade 2,train/Grade 2/7527tn_jpg.rf.3626cf7ca8f84f02cf604f71433d4752.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/80_jpg.rf.3fcea0dfa19958987a7fe7ed5d052099.jpg,train,Grade 2,train/Grade 2/80_jpg.rf.5036f320327d45561c5ed8f96dffc8f7.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.2473560b253587d99bbc7f089dcb79f1.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.b177e71eba0e2694ac0f8901e79dd377.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/301391_jpg.rf.81f4affd80ce794760e07e2d64af1a82.jpg,train,Grade 4,train/Grade 4/301391_jpg.rf.89dbab2533c76e57705baffba3280fc2.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.e6c958359dd6f3a4de6f763eb33b5b4c.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.1d84dc8e9654ea66e742fb325876360f.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.e6c958359dd6f3a4de6f763eb33b5b4c.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.c05bac85159e17e5efb0f05d324283e0.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.e6c958359dd6f3a4de6f763eb33b5b4c.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.e052a0731970be19955e89d5560eea76.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.1d84dc8e9654ea66e742fb325876360f.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.c05bac85159e17e5efb0f05d324283e0.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.1d84dc8e9654ea66e742fb325876360f.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.e052a0731970be19955e89d5560eea76.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.6eddd7c5c17a6921b32b8952f8b3419a.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.c05bac85159e17e5efb0f05d324283e0.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.6eddd7c5c17a6921b32b8952f8b3419a.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.e052a0731970be19955e89d5560eea76.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.c05bac85159e17e5efb0f05d324283e0.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.e052a0731970be19955e89d5560eea76.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/diabetic_foot_ulcer_jpg.rf.9f2c02cf54cf94dbc349f147684dd4d5.jpg,train,Grade 2,train/Grade 2/diabetic_foot_ulcer_jpg.rf.f3c6024e099850a091d604116109e583.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/display_jpg.rf.158d6573864fcf49925e38c604b41f87.jpg,train,Grade 2,train/Grade 2/display_jpg.rf.9bb1d901ca5f9a8d6a3e36382b564fd3.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/display_jpg.rf.5a31c6866f3b4d9c62c5835f85f84a44.jpg,train,Grade 2,train/Grade 2/display_jpg.rf.cc75fd24581535b00ace9bd3f79d17a8.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/foot-ulcer_jpg.rf.7bd1dd5d7011aff9112aa8873b43c543.jpg,train,Grade 2,train/Grade 2/foot-ulcer_jpg.rf.7e18417dba6b70dc7db32203a3fe3417.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/foot-ulcer_jpg.rf.7bd1dd5d7011aff9112aa8873b43c543.jpg,train,Grade 2,train/Grade 2/foot-ulcer_jpg.rf.9498d279abdfc8f589fcd32dbb7c859f.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/foot-ulcer_jpg.rf.7e18417dba6b70dc7db32203a3fe3417.jpg,train,Grade 2,train/Grade 2/foot-ulcer_jpg.rf.9498d279abdfc8f589fcd32dbb7c859f.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/322_jpg.rf.36b859c12ac4ed446f26c2ca69c83406.jpg,train,Grade 4,train/Grade 4/322_jpg.rf.e4f2230dc9e59173c030fbf67945af23.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/images-20-_jpg.rf.0d10d1c9d2c3f093637920d43df016cd.jpg,train,Grade 2,train/Grade 2/images-20-_jpg.rf.0d6f879879c4cab37ba19ebb2fe58354.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/1_jpg.rf.43d7b70d5237b94101c5110ef6b1c28a.jpg,train,Grade 3,train/Grade 3/1_jpg.rf.bdc7f856a4523272ea29f9d63f69cecd.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/1_jpg.rf.d619aa87e9c77833ca2fadf8c51f1be6.jpg,train,Grade 3,train/Grade 3/1_jpg.rf.f5d0e6f56844e940c62a8d1c074b28b3.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/images-6-_jpg.rf.5900c2b7c31858770bbce0e1b7c83621.jpg,train,Grade 2,train/Grade 2/images-6-_jpg.rf.a643cccb03ba49dd6c74ca5d9a39ffcc.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/lesioni-piede-diabetico_01_jpg.rf.03a0aac096156698cace80b78ac704ce.jpg,train,Grade 2,train/Grade 2/lesioni-piede-diabetico_01_jpg.rf.2fee926c83069e846b8f6f349a776fba.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/maxresdefault_jpg.rf.68cd2a7b96130b44460429e5c42c6cb6.jpg,train,Grade 2,train/Grade 2/maxresdefault_jpg.rf.b2bacce4b8f48695cdb78cf43806c1a9.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/maxresdefault_jpg.rf.b08d6b1eb0b00df49baa16df67d1196b.jpg,train,Grade 2,train/Grade 2/maxresdefault_jpg.rf.b668c2e0edb309325b5d0401b7297e20.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/ulcers_jpg.rf.37ca04d7922e03aea84199e2185b4866.jpg,train,Grade 2,train/Grade 2/ulcers_jpg.rf.74ac79d21ee19a832915af6cbc0ae3f1.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/ulcers_jpg.rf.37ca04d7922e03aea84199e2185b4866.jpg,train,Grade 2,train/Grade 2/ulcers_jpg.rf.7e6adad51ff8cb347de2eee74d5f3c4c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/ulcers_jpg.rf.74ac79d21ee19a832915af6cbc0ae3f1.jpg,train,Grade 2,train/Grade 2/ulcers_jpg.rf.7e6adad51ff8cb347de2eee74d5f3c4c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/-a-a_jpg.rf.5b235006f8a5727fc4b5e092e54b2b9b.jpg,train,Grade 3,train/Grade 3/-a-a_jpg.rf.ffbc8967e5ff32845dc3869ed6a5f851.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/307_jpg.rf.1c220f2eba5c9dacdcc829d4fe63c286.jpg,train,Grade 4,train/Grade 4/307_jpg.rf.d2ab6b2aec7cc2825bb5877921fca82c.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.1176f17a66c5e564fb08c9639495262c.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.5ffd34e5263c7b9114b98fd58834afdc.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.1176f17a66c5e564fb08c9639495262c.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.a3399777dce3c2bd596cd38b53c50dbd.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.1176f17a66c5e564fb08c9639495262c.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.a7ba32bfc31ea25946247c2aa1bf9d3e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.5ffd34e5263c7b9114b98fd58834afdc.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.a3399777dce3c2bd596cd38b53c50dbd.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.5ffd34e5263c7b9114b98fd58834afdc.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.a7ba32bfc31ea25946247c2aa1bf9d3e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.a3399777dce3c2bd596cd38b53c50dbd.jpg,train,Grade 4,train/Grade 4/40158037_506977779774764_3071165572445110272_n_jpg.rf.a7ba32bfc31ea25946247c2aa1bf9d3e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/-c-e-a_jpg.rf.1d838d6e3cde16bd10353f47fc53ecda.jpg,train,Grade 3,train/Grade 3/-c-e-a_jpg.rf.6cd6a3a0445117cb533d1823b7d3e301.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/11_jpg.rf.40beb059a60695eda640a3227c8de50b.jpg,train,Grade 3,train/Grade 3/11_jpg.rf.78a89d4781d625b60d2a64ec266ee98e.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/130_jpg.rf.4a65998d8f628a21d41a1878e275061b.jpg,train,Grade 3,train/Grade 3/130_jpg.rf.cbd77944748848ccf2a0ffeb595ba4cd.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/153_jpg.rf.10903c9b61fa20e89019462393a7b3d9.jpg,train,Grade 3,train/Grade 3/153_jpg.rf.7830fac4a924c7f7a9964e98f127611a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/303520_jpg.rf.0f973504ef7494ca10f9f973c9772901.jpg,train,Grade 3,train/Grade 3/303520_jpg.rf.9d33f3d97d6911dec650d3a8fc4f17bf.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/16_jpg.rf.8dbd316959e932c484b71879017f32f1.jpg,train,Grade 3,train/Grade 3/16_jpg.rf.8e08e5877b4621f0dec6b4946974fe7c.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/214_jpg.rf.8789642313d4d2ce12df8fa79fd8354a.jpg,train,Grade 3,train/Grade 3/214_jpg.rf.f1aa6e4ce5b7a6ef9608d14a4dee585a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/21_jpg.rf.006fae65302b3033765512f24a1591a0.jpg,train,Grade 3,train/Grade 3/21_jpg.rf.616e7e6e2375433219e4702f664ffaa4.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/21_jpg.rf.006fae65302b3033765512f24a1591a0.jpg,train,Grade 3,train/Grade 3/21_jpg.rf.971998e850e4bad936917e45a6538cc6.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/21_jpg.rf.006fae65302b3033765512f24a1591a0.jpg,train,Grade 3,train/Grade 3/21_jpg.rf.9a1ac09af1cbba6af6ba9bedf794c9b7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/21_jpg.rf.616e7e6e2375433219e4702f664ffaa4.jpg,train,Grade 3,train/Grade 3/21_jpg.rf.971998e850e4bad936917e45a6538cc6.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/21_jpg.rf.616e7e6e2375433219e4702f664ffaa4.jpg,train,Grade 3,train/Grade 3/21_jpg.rf.9a1ac09af1cbba6af6ba9bedf794c9b7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/21_jpg.rf.971998e850e4bad936917e45a6538cc6.jpg,train,Grade 3,train/Grade 3/21_jpg.rf.9a1ac09af1cbba6af6ba9bedf794c9b7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/304573_jpg.rf.35e80f3040c264741408b4f573bfb08a.jpg,train,Grade 3,train/Grade 3/304573_jpg.rf.4a234bc4ac5bb4cf2ef778cc59ce3a54.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/23_jpg.rf.0fb622f4ac4249c328467920bda5c6b0.jpg,train,Grade 3,train/Grade 3/23_jpg.rf.60b48cf6866b52c931788d7afe068590.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/23_jpg.rf.1a9de74b0756767e1d80bc3ac7cc69eb.jpg,train,Grade 3,train/Grade 3/23_jpg.rf.5380bde7f564c357c607c06f921921ca.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/23_jpg.rf.53f2b09cc87e4a6ebc264033b23742c1.jpg,train,Grade 3,train/Grade 3/23_jpg.rf.95a8f64c4bbf8287310dc71a46188fb5.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/243_jpg.rf.023280eea574ed5617ba20f51de4f9e9.jpg,train,Grade 3,train/Grade 3/243_jpg.rf.405f02a727a6aa16ac22d5cc91bec40c.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/243_jpg.rf.023280eea574ed5617ba20f51de4f9e9.jpg,train,Grade 3,train/Grade 3/243_jpg.rf.71a63d7b517b5b9eb3fb6ff89bf7a392.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/243_jpg.rf.405f02a727a6aa16ac22d5cc91bec40c.jpg,train,Grade 3,train/Grade 3/243_jpg.rf.71a63d7b517b5b9eb3fb6ff89bf7a392.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
